,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day
23433,186,203644,2020-12-11 18:50:01,2020-12-11 19:56:59,2020-12-11 19:59:10,retail,66.967,2.183,1342,18
23434,186,203645,2020-12-11 18:52:30,2020-12-11 19:59:10,2020-12-11 20:00:08,retail,66.667,0.967,1342,18
23435,186,203646,2020-12-11 18:57:14,2020-12-11 20:00:09,2020-12-11 20:05:01,retail,62.917,4.867,1342,18
23436,186,203647,2020-12-11 18:58:37,2020-12-11 20:05:02,2020-12-11 20:06:03,retail,66.417,1.017,1342,18
23437,186,203648,2020-12-11 18:58:54,2020-12-11 20:06:05,2020-12-11 20:07:16,retail,67.183,1.183,1342,18
23438,186,203649,2020-12-11 19:00:01,2020-12-11 21:02:22,2020-12-11 21:04:37,retail,122.35,2.25,1342,19
23439,186,203650,2020-12-11 19:00:40,2020-12-11 20:07:18,2020-12-11 20:09:03,retail,66.633,1.75,1342,19
23440,186,203651,2020-12-11 19:01:29,2020-12-11 20:09:04,2020-12-11 20:09:52,retail,67.583,0.8,1342,19
23441,186,203652,2020-12-11 19:02:12,2020-12-11 20:09:53,2020-12-11 20:12:27,retail,67.683,2.567,1342,19
23442,186,203653,2020-12-11 19:15:40,2020-12-11 21:04:39,2020-12-11 21:07:25,retail,108.983,2.767,1342,19
23443,186,203655,2020-12-11 19:20:01,2020-12-11 20:12:27,2020-12-11 20:12:28,retail,52.433,0.017,1342,19
23446,186,203663,2020-12-11 19:32:42,2020-12-11 21:07:26,2020-12-11 21:12:06,retail,94.733,4.667,1342,19
23448,186,203667,2020-12-11 19:36:27,2020-12-11 21:12:06,2020-12-11 21:14:02,retail,95.65,1.933,1342,19
23449,186,203673,2020-12-11 19:40:48,2020-12-11 20:13:17,2020-12-11 20:14:13,retail,32.483,0.933,1342,19
23450,186,203674,2020-12-11 19:41:37,2020-12-11 20:14:15,2020-12-11 20:14:28,retail,32.633,0.217,1342,19
23451,186,203685,2020-12-11 20:04:01,2020-12-11 20:14:30,2020-12-11 20:15:10,retail,10.483,0.667,1342,20
23452,186,203688,2020-12-11 20:11:19,2020-12-11 20:15:52,2020-12-11 20:16:02,retail,4.55,0.167,1342,20
23453,186,203692,2020-12-11 20:23:01,2020-12-11 21:24:17,2020-12-11 21:25:32,retail,61.267,1.25,1342,20
23454,186,203694,2020-12-11 20:25:20,2020-12-11 21:25:33,2020-12-11 21:26:49,retail,60.217,1.267,1342,20
23455,186,203695,2020-12-11 20:26:01,2020-12-11 21:14:03,2020-12-11 21:16:11,retail,48.033,2.133,1342,20
23456,186,203696,2020-12-11 20:26:56,2020-12-11 21:26:50,2020-12-11 21:28:09,retail,59.9,1.317,1342,20
23457,186,203698,2020-12-11 20:28:18,2020-12-11 21:28:10,2020-12-11 21:28:28,retail,59.867,0.3,1342,20
23458,186,203699,2020-12-11 20:29:52,2020-12-11 21:28:29,2020-12-11 21:29:02,retail,58.617,0.55,1342,20
23459,186,203701,2020-12-11 20:32:41,2020-12-11 21:29:03,2020-12-11 21:31:47,retail,56.367,2.733,1342,20
23460,186,203702,2020-12-11 20:35:24,2020-12-11 21:16:12,2020-12-11 21:18:04,retail,40.8,1.867,1342,20
23461,186,203703,2020-12-11 20:35:36,2020-12-11 21:31:47,2020-12-11 21:31:48,retail,56.183,0.017,1342,20
23462,186,203707,2020-12-11 20:37:12,2020-12-11 21:31:48,2020-12-11 21:31:51,retail,54.6,0.05,1342,20
23463,186,203709,2020-12-11 20:38:00,2020-12-11 21:31:52,2020-12-11 21:32:40,retail,53.867,0.8,1342,20
23464,186,203711,2020-12-11 20:40:35,2020-12-11 21:32:41,2020-12-11 21:33:26,retail,52.1,0.75,1342,20
23465,186,203713,2020-12-11 20:41:51,2020-12-11 21:33:28,2020-12-11 21:34:06,retail,51.617,0.633,1342,20
23466,186,203714,2020-12-11 20:42:03,2020-12-11 21:34:07,2020-12-11 21:34:25,retail,52.067,0.3,1342,20
23467,186,203715,2020-12-11 20:43:46,2020-12-11 21:34:26,2020-12-11 21:35:13,retail,50.667,0.783,1342,20
23468,186,203717,2020-12-11 20:57:47,2020-12-11 21:35:14,2020-12-11 21:37:25,retail,37.45,2.183,1342,20
23469,186,203718,2020-12-11 20:58:57,2020-12-11 21:37:27,2020-12-11 21:38:02,retail,38.5,0.583,1342,20
23470,186,203719,2020-12-11 21:03:34,2020-12-11 21:38:03,2020-12-11 21:39:12,retail,34.483,1.15,1342,21
23471,186,203721,2020-12-11 21:09:53,2020-12-11 21:39:13,2020-12-11 21:41:41,retail,29.333,2.467,1342,21
23472,186,203722,2020-12-11 21:17:12,2020-12-11 21:45:22,2020-12-11 21:47:03,retail,28.167,1.683,1342,21
23473,186,203723,2020-12-11 21:18:19,2020-12-11 21:47:04,2020-12-11 21:47:27,retail,28.75,0.383,1342,21
23474,186,203725,2020-12-11 21:27:46,2020-12-11 21:42:37,2020-12-11 21:44:46,retail,14.85,2.15,1342,21
23475,186,203726,2020-12-11 21:37:02,2020-12-11 21:44:47,2020-12-11 21:45:05,retail,7.75,0.3,1342,21
23476,186,203729,2020-12-11 21:42:54,2020-12-11 21:47:28,2020-12-11 21:47:59,retail,4.567,0.517,1342,21
26059,186,207179,2020-12-15 11:54:24,2020-12-15 15:20:06,2020-12-15 15:22:46,retail,205.7,2.667,1342,11
26064,186,207186,2020-12-15 12:15:52,2020-12-15 15:22:47,2020-12-15 15:24:53,retail,186.917,2.1,1342,12
26066,186,207196,2020-12-15 13:07:44,2020-12-15 15:04:08,2020-12-15 15:07:29,retail,116.4,3.35,1342,13
26073,186,207205,2020-12-15 13:25:33,2020-12-15 15:07:30,2020-12-15 15:11:33,retail,101.95,4.05,1342,13
26076,186,207209,2020-12-15 13:26:56,2020-12-15 15:11:33,2020-12-15 15:15:07,retail,104.617,3.567,1342,13
26095,186,207234,2020-12-15 13:43:51,2020-12-15 15:15:08,2020-12-15 15:17:47,retail,91.283,2.65,1342,13
26122,186,207263,2020-12-15 14:09:12,2020-12-15 15:24:54,2020-12-15 15:28:39,retail,75.7,3.75,1342,14
26127,186,207274,2020-12-15 14:12:29,2020-12-15 15:28:40,2020-12-15 15:29:13,retail,76.183,0.55,1342,14
26134,186,207282,2020-12-15 14:16:28,2020-12-15 15:17:47,2020-12-15 15:19:28,retail,61.317,1.683,1342,14
26136,186,207284,2020-12-15 14:17:19,2020-12-15 15:29:14,2020-12-15 15:32:33,retail,71.917,3.317,1342,14
26161,186,207316,2020-12-15 15:40:08,2020-12-15 17:05:30,2020-12-15 17:06:37,retail,85.367,1.117,1342,15
26169,186,207326,2020-12-15 15:48:26,2020-12-15 17:03:50,2020-12-15 17:04:18,retail,75.4,0.467,1342,15
26171,186,207328,2020-12-15 15:49:14,2020-12-15 17:04:19,2020-12-15 17:05:08,retail,75.083,0.817,1342,15
26173,186,207330,2020-12-15 15:49:25,2020-12-15 17:06:37,2020-12-15 17:08:29,retail,77.2,1.867,1342,15
26210,186,207370,2020-12-15 16:27:40,2020-12-15 17:08:30,2020-12-15 17:10:01,retail,40.833,1.517,1342,16
26213,186,207378,2020-12-15 17:22:58,2020-12-15 19:02:49,2020-12-15 19:11:49,retail,99.85,9.0,1342,17
26214,186,207380,2020-12-15 17:42:37,2020-12-15 19:23:40,2020-12-15 19:26:22,retail,101.05,2.7,1342,17
26215,186,207381,2020-12-15 17:48:55,2020-12-15 19:21:59,2020-12-15 19:22:01,retail,93.067,0.033,1342,17
26216,186,207382,2020-12-15 17:50:43,2020-12-15 19:26:23,2020-12-15 19:28:48,retail,95.667,2.417,1342,17
26217,186,207383,2020-12-15 17:58:25,2020-12-15 19:28:49,2020-12-15 19:30:12,retail,90.4,1.383,1342,17
26218,186,207385,2020-12-15 18:00:56,2020-12-15 19:30:13,2020-12-15 19:32:50,retail,89.283,2.617,1342,18
26219,186,207387,2020-12-15 18:09:10,2020-12-15 19:13:58,2020-12-15 19:21:59,retail,64.8,8.017,1342,18
26220,186,207390,2020-12-15 18:23:47,2020-12-15 19:32:50,2020-12-15 19:33:14,retail,69.05,0.4,1342,18
26221,186,207392,2020-12-15 18:25:09,2020-12-15 19:34:23,2020-12-15 19:35:16,retail,69.233,0.883,1342,18
26222,186,207393,2020-12-15 18:25:48,2020-12-15 19:35:18,2020-12-15 19:38:30,retail,69.5,3.2,1342,18
26223,186,207394,2020-12-15 18:26:23,2020-12-15 19:38:30,2020-12-15 19:39:44,retail,72.117,1.233,1342,18
26224,186,207395,2020-12-15 18:27:14,2020-12-15 19:39:45,2020-12-15 19:42:09,retail,72.517,2.4,1342,18
26225,186,207396,2020-12-15 18:27:48,2020-12-15 19:42:09,2020-12-15 19:42:10,retail,74.35,0.017,1342,18
26226,186,207402,2020-12-15 18:42:11,2020-12-15 19:22:01,2020-12-15 19:22:58,retail,39.833,0.95,1342,18
26227,186,207403,2020-12-15 18:44:52,2020-12-15 19:42:10,2020-12-15 19:42:47,retail,57.3,0.617,1342,18
26228,186,207409,2020-12-15 19:41:40,2020-12-15 21:02:41,2020-12-15 21:03:43,retail,81.017,1.033,1342,19
26229,186,207410,2020-12-15 19:58:14,2020-12-15 21:03:44,2020-12-15 21:07:28,retail,65.5,3.733,1342,19
26230,186,207411,2020-12-15 20:00:20,2020-12-15 21:07:29,2020-12-15 21:08:12,retail,67.15,0.717,1342,20
26231,186,207412,2020-12-15 20:00:40,2020-12-15 21:08:13,2020-12-15 21:09:50,retail,67.55,1.617,1342,20
26232,186,207414,2020-12-15 20:30:08,2020-12-15 21:12:15,2020-12-15 21:13:52,retail,42.117,1.617,1342,20
26233,186,207416,2020-12-15 20:51:14,2020-12-15 21:13:53,2020-12-15 21:14:42,retail,22.65,0.817,1342,20
26234,186,207417,2020-12-15 21:01:31,2020-12-15 21:14:42,2020-12-15 21:14:52,retail,13.183,0.167,1342,21
26235,186,207418,2020-12-15 21:02:27,2020-12-15 21:14:55,2020-12-15 21:15:18,retail,12.467,0.383,1342,21
29197,186,211252,2020-12-19 12:17:50,2020-12-19 15:32:55,2020-12-19 15:34:53,retail,195.083,1.967,1342,12
29256,186,211337,2020-12-19 13:33:49,2020-12-19 15:20:00,2020-12-19 15:20:29,retail,106.183,0.483,1342,13
29258,186,211340,2020-12-19 13:36:25,2020-12-19 15:48:10,2020-12-19 15:51:27,retail,131.75,3.283,1342,13
29261,186,211347,2020-12-19 13:41:05,2020-12-19 15:51:27,2020-12-19 15:52:26,retail,130.367,0.983,1342,13
29262,186,211348,2020-12-19 13:44:46,2020-12-19 15:52:27,2020-12-19 15:56:24,retail,127.683,3.95,1342,13
29263,186,211350,2020-12-19 13:46:40,2020-12-19 15:56:30,2020-12-19 15:58:14,retail,129.833,1.733,1342,13
29265,186,211353,2020-12-19 13:47:51,2020-12-19 15:20:30,2020-12-19 15:23:32,retail,92.65,3.033,1342,13
29270,186,211365,2020-12-19 14:02:42,2020-12-19 15:23:32,2020-12-19 15:25:35,retail,80.833,2.05,1342,14
29271,186,211366,2020-12-19 14:04:32,2020-12-19 15:58:15,2020-12-19 16:00:26,retail,113.717,2.183,1342,14
29272,186,211367,2020-12-19 14:04:37,2020-12-19 16:02:02,2020-12-19 16:06:46,retail,117.417,4.733,1342,14
29273,186,211369,2020-12-19 14:05:27,2020-12-19 16:07:12,2020-12-19 16:08:19,retail,121.75,1.117,1342,14
29275,186,211371,2020-12-19 14:06:48,2020-12-19 15:25:36,2020-12-19 15:26:35,retail,78.8,0.983,1342,14
29278,186,211380,2020-12-19 14:18:59,2020-12-19 15:26:36,2020-12-19 15:32:54,retail,67.617,6.3,1342,14
29279,186,211381,2020-12-19 14:19:16,2020-12-19 16:09:53,2020-12-19 16:11:19,retail,110.617,1.433,1342,14
29280,186,211383,2020-12-19 14:20:07,2020-12-19 15:34:54,2020-12-19 15:35:30,retail,74.783,0.6,1342,14
29283,186,211390,2020-12-19 14:25:38,2020-12-19 16:09:23,2020-12-19 16:09:53,retail,103.75,0.5,1342,14
29285,186,211392,2020-12-19 14:26:48,2020-12-19 15:35:31,2020-12-19 15:37:50,retail,68.717,2.317,1342,14
29295,186,211408,2020-12-19 14:45:03,2020-12-19 15:43:47,2020-12-19 15:44:41,retail,58.733,0.9,1342,14
29304,186,211425,2020-12-19 15:01:12,2020-12-19 16:14:43,2020-12-19 16:16:45,retail,73.517,2.033,1342,15
29306,186,211427,2020-12-19 15:01:35,2020-12-19 16:16:51,2020-12-19 16:18:55,retail,75.267,2.067,1342,15
29322,186,211454,2020-12-19 15:31:11,2020-12-19 15:44:42,2020-12-19 15:46:36,retail,13.517,1.9,1342,15
29327,186,211467,2020-12-19 15:47:38,2020-12-19 16:29:44,2020-12-19 16:33:07,retail,42.1,3.383,1342,15
29329,186,211478,2020-12-19 16:01:02,2020-12-19 16:18:57,2020-12-19 16:24:40,retail,17.917,5.717,1342,16
29330,186,211482,2020-12-19 16:13:38,2020-12-19 16:33:07,2020-12-19 16:33:08,retail,19.483,0.017,1342,16
29333,186,211485,2020-12-19 16:21:45,2020-12-19 16:26:04,2020-12-19 16:26:50,retail,4.317,0.767,1342,16
29334,186,211487,2020-12-19 16:37:50,2020-12-19 17:20:06,2020-12-19 17:20:56,retail,42.267,0.833,1342,16
29336,186,211491,2020-12-19 16:45:11,2020-12-19 17:10:16,2020-12-19 17:14:35,retail,25.083,4.317,1342,16
29339,186,211494,2020-12-19 16:51:35,2020-12-19 17:14:37,2020-12-19 17:15:51,retail,23.033,1.233,1342,16
29340,186,211495,2020-12-19 16:52:51,2020-12-19 17:21:02,2020-12-19 17:21:38,retail,28.183,0.6,1342,16
29343,186,211499,2020-12-19 17:11:03,2020-12-19 17:15:52,2020-12-19 17:17:21,retail,4.817,1.483,1342,17
29344,186,211500,2020-12-19 17:12:46,2020-12-19 17:17:22,2020-12-19 17:19:39,retail,4.6,2.283,1342,17
29345,186,211503,2020-12-19 17:21:30,2020-12-19 17:32:14,2020-12-19 17:33:16,retail,10.733,1.033,1342,17
29346,186,211509,2020-12-19 17:43:07,2020-12-19 18:22:09,2020-12-19 18:23:56,retail,39.033,1.783,1342,17
29347,186,211511,2020-12-19 17:45:50,2020-12-19 18:23:56,2020-12-19 18:23:57,retail,38.1,0.017,1342,17
29348,186,211512,2020-12-19 17:46:55,2020-12-19 18:23:58,2020-12-19 18:24:01,retail,37.05,0.05,1342,17
29349,186,211513,2020-12-19 17:47:35,2020-12-19 18:24:01,2020-12-19 18:24:37,retail,36.433,0.6,1342,17
29350,186,211518,2020-12-19 17:51:56,2020-12-19 18:24:38,2020-12-19 18:25:37,retail,32.7,0.983,1342,17
29351,186,211519,2020-12-19 17:54:16,2020-12-19 18:25:43,2020-12-19 18:26:42,retail,31.45,0.983,1342,17
29353,186,211525,2020-12-19 17:57:00,2020-12-19 18:26:43,2020-12-19 18:30:10,retail,29.717,3.45,1342,17
29354,186,211528,2020-12-19 17:58:51,2020-12-19 18:30:12,2020-12-19 18:31:15,retail,31.35,1.05,1342,17
29355,186,211532,2020-12-19 18:05:20,2020-12-19 18:31:20,2020-12-19 18:33:24,retail,26.0,2.067,1342,18
29356,186,211537,2020-12-19 18:12:04,2020-12-19 18:33:24,2020-12-19 18:34:00,retail,21.333,0.6,1342,18
29357,186,211538,2020-12-19 18:12:27,2020-12-19 18:34:01,2020-12-19 18:35:01,retail,21.567,1.0,1342,18
29361,186,211544,2020-12-19 18:31:21,2020-12-19 18:35:36,2020-12-19 18:36:15,retail,4.25,0.65,1342,18
29362,186,211545,2020-12-19 18:31:51,2020-12-19 18:36:16,2020-12-19 18:36:58,retail,4.417,0.7,1342,18
29364,186,211549,2020-12-19 18:39:09,2020-12-19 19:02:17,2020-12-19 19:03:00,retail,23.133,0.717,1342,18
29365,186,211550,2020-12-19 18:40:41,2020-12-19 19:03:01,2020-12-19 19:03:12,retail,22.333,0.183,1342,18
29367,186,211552,2020-12-19 18:45:29,2020-12-19 19:03:14,2020-12-19 19:04:04,retail,17.75,0.833,1342,18
29369,186,211555,2020-12-19 18:54:39,2020-12-19 19:04:05,2020-12-19 19:05:23,retail,9.433,1.3,1342,18
29370,186,211556,2020-12-19 18:57:18,2020-12-19 19:05:29,2020-12-19 19:07:00,retail,8.183,1.517,1342,18
29371,186,211557,2020-12-19 19:04:16,2020-12-19 19:07:01,2020-12-19 19:08:10,retail,2.75,1.15,1342,19
29372,186,211558,2020-12-19 19:04:35,2020-12-19 19:08:12,2020-12-19 19:08:18,retail,3.617,0.1,1342,19
29373,186,211559,2020-12-19 19:08:17,2020-12-19 19:58:58,2020-12-19 20:00:06,retail,50.683,1.133,1342,19
29374,186,211560,2020-12-19 19:18:27,2020-12-19 20:00:07,2020-12-19 20:01:55,retail,41.667,1.8,1342,19
29375,186,211562,2020-12-19 19:21:12,2020-12-19 20:26:44,2020-12-19 20:30:05,retail,65.533,3.35,1342,19
29376,186,211563,2020-12-19 19:24:18,2020-12-19 20:03:41,2020-12-19 20:04:26,retail,39.383,0.75,1342,19
29377,186,211564,2020-12-19 19:26:25,2020-12-19 20:04:27,2020-12-19 20:07:11,retail,38.033,2.733,1342,19
29378,186,211565,2020-12-19 19:28:18,2020-12-19 20:08:14,2020-12-19 20:11:25,retail,39.933,3.183,1342,19
29379,186,211566,2020-12-19 19:33:37,2020-12-19 20:11:31,2020-12-19 20:11:45,retail,37.9,0.233,1342,19
29380,186,211569,2020-12-19 19:37:06,2020-12-19 20:16:51,2020-12-19 20:17:49,retail,39.75,0.967,1342,19
29381,186,211570,2020-12-19 19:42:33,2020-12-19 20:11:45,2020-12-19 20:13:52,retail,29.2,2.117,1342,19
29382,186,211572,2020-12-19 19:43:57,2020-12-19 20:13:52,2020-12-19 20:14:17,retail,29.917,0.417,1342,19
29383,186,211573,2020-12-19 19:44:46,2020-12-19 20:14:18,2020-12-19 20:16:20,retail,29.533,2.033,1342,19
29384,186,211579,2020-12-19 19:49:25,2020-12-19 20:17:50,2020-12-19 20:19:16,retail,28.417,1.433,1342,19
29385,186,211580,2020-12-19 19:50:07,2020-12-19 20:19:18,2020-12-19 20:23:27,retail,29.183,4.15,1342,19
29386,186,211581,2020-12-19 19:51:28,2020-12-19 20:23:27,2020-12-19 20:23:36,retail,31.983,0.15,1342,19
29387,186,211582,2020-12-19 19:51:50,2020-12-19 20:23:38,2020-12-19 20:24:10,retail,31.8,0.533,1342,19
29388,186,211583,2020-12-19 19:58:21,2020-12-19 20:24:11,2020-12-19 20:25:27,retail,25.833,1.267,1342,19
29389,186,211584,2020-12-19 20:02:33,2020-12-19 21:02:16,2020-12-19 21:04:55,retail,59.717,2.65,1342,20
29390,186,211586,2020-12-19 20:07:07,2020-12-19 20:25:33,2020-12-19 20:26:06,retail,18.433,0.55,1342,20
29391,186,211587,2020-12-19 20:14:51,2020-12-19 20:26:07,2020-12-19 20:26:36,retail,11.267,0.483,1342,20
29392,186,211589,2020-12-19 20:28:05,2020-12-19 21:07:44,2020-12-19 21:07:56,retail,39.65,0.2,1342,20
29393,186,211591,2020-12-19 20:43:19,2020-12-19 21:07:57,2020-12-19 21:09:04,retail,24.633,1.117,1342,20
29394,186,211592,2020-12-19 20:44:03,2020-12-19 21:04:57,2020-12-19 21:06:20,retail,20.9,1.383,1342,20
29395,186,211593,2020-12-19 20:44:40,2020-12-19 21:06:21,2020-12-19 21:07:12,retail,21.683,0.85,1342,20
30679,186,213587,2020-12-22 16:07:05,2020-12-23 20:19:02,2020-12-23 20:26:15,retail,1691.95,7.217,1342,16
30682,186,213599,2020-12-22 16:52:32,2020-12-23 17:44:46,2020-12-23 17:45:18,retail,1492.233,0.533,1342,16
30694,186,213629,2020-12-22 18:28:24,2020-12-23 20:00:10,2020-12-23 20:03:32,retail,1531.767,3.367,1342,18
30697,186,213634,2020-12-22 18:38:51,2020-12-23 16:30:06,2020-12-23 16:31:52,retail,1311.25,1.767,1342,18
30699,186,213639,2020-12-22 18:52:44,2020-12-23 20:03:33,2020-12-23 20:05:52,retail,1510.817,2.317,1342,18
30700,186,213641,2020-12-22 18:54:56,2020-12-23 20:05:53,2020-12-23 20:07:41,retail,1510.95,1.8,1342,18
30704,186,213648,2020-12-22 19:12:08,2020-12-23 16:35:21,2020-12-23 16:37:13,retail,1283.217,1.867,1342,19
30705,186,213649,2020-12-22 19:14:47,2020-12-23 20:09:10,2020-12-23 20:11:06,retail,1494.383,1.933,1342,19
31159,186,214223,2020-12-23 10:02:45,2020-12-23 16:20:25,2020-12-23 16:24:11,retail,377.667,3.767,1342,10
31191,186,214290,2020-12-23 11:35:38,2020-12-23 17:48:45,2020-12-23 17:50:47,retail,373.117,2.033,1342,11
31233,186,214362,2020-12-23 13:06:59,2020-12-23 15:06:36,2020-12-23 15:09:26,retail,119.617,2.833,1342,13
31256,186,214394,2020-12-23 13:38:07,2020-12-23 16:25:57,2020-12-23 16:26:33,retail,167.833,0.6,1342,13
31257,186,214395,2020-12-23 13:38:58,2020-12-23 16:26:34,2020-12-23 16:28:31,retail,167.6,1.95,1342,13
31258,186,214396,2020-12-23 13:39:06,2020-12-23 16:28:33,2020-12-23 16:29:47,retail,169.45,1.233,1342,13
31259,186,214398,2020-12-23 13:40:18,2020-12-23 16:29:48,2020-12-23 16:30:05,retail,169.5,0.283,1342,13
31260,186,214400,2020-12-23 13:41:15,2020-12-23 16:31:53,2020-12-23 16:35:21,retail,170.633,3.467,1342,13
31261,186,214401,2020-12-23 13:42:38,2020-12-23 15:09:27,2020-12-23 15:11:29,retail,86.817,2.033,1342,13
31263,186,214404,2020-12-23 13:44:00,2020-12-23 16:37:14,2020-12-23 16:38:30,retail,173.233,1.267,1342,13
31264,186,214405,2020-12-23 13:44:17,2020-12-23 16:38:32,2020-12-23 16:39:23,retail,174.25,0.85,1342,13
31265,186,214406,2020-12-23 13:44:57,2020-12-23 16:39:24,2020-12-23 16:39:54,retail,174.45,0.5,1342,13
31266,186,214407,2020-12-23 13:45:26,2020-12-23 16:39:55,2020-12-23 16:41:47,retail,174.483,1.867,1342,13
31268,186,214409,2020-12-23 13:47:11,2020-12-23 16:41:48,2020-12-23 16:43:44,retail,174.617,1.933,1342,13
31269,186,214410,2020-12-23 13:49:04,2020-12-23 16:43:45,2020-12-23 16:44:38,retail,174.683,0.883,1342,13
31273,186,214415,2020-12-23 13:55:26,2020-12-23 16:44:39,2020-12-23 16:46:17,retail,169.217,1.633,1342,13
31275,186,214417,2020-12-23 13:58:49,2020-12-23 15:51:22,2020-12-23 15:55:07,retail,112.55,3.75,1342,13
31280,186,214428,2020-12-23 14:14:34,2020-12-23 16:46:18,2020-12-23 16:49:56,retail,151.733,3.633,1342,14
31283,186,214431,2020-12-23 14:18:45,2020-12-23 16:49:57,2020-12-23 16:54:40,retail,151.2,4.717,1342,14
31288,186,214437,2020-12-23 14:30:27,2020-12-23 15:55:08,2020-12-23 16:00:07,retail,84.683,4.983,1342,14
31291,186,214440,2020-12-23 14:34:23,2020-12-23 16:54:40,2020-12-23 16:59:27,retail,140.283,4.783,1342,14
31292,186,214441,2020-12-23 14:34:30,2020-12-23 17:33:55,2020-12-23 17:35:38,retail,179.417,1.717,1342,14
31293,186,214442,2020-12-23 14:34:38,2020-12-23 17:04:47,2020-12-23 17:07:17,retail,150.15,2.5,1342,14
31301,186,214455,2020-12-23 14:44:12,2020-12-23 17:07:59,2020-12-23 17:11:56,retail,143.783,3.95,1342,14
31302,186,214456,2020-12-23 14:49:39,2020-12-23 17:14:34,2020-12-23 17:18:01,retail,144.917,3.45,1342,14
31304,186,214459,2020-12-23 14:57:24,2020-12-23 16:00:08,2020-12-23 16:04:33,retail,62.733,4.417,1342,14
31305,186,214460,2020-12-23 14:58:55,2020-12-23 17:19:58,2020-12-23 17:24:24,retail,141.05,4.433,1342,14
31328,186,214489,2020-12-23 15:19:05,2020-12-23 16:07:44,2020-12-23 16:09:14,retail,48.65,1.5,1342,15
31330,186,214491,2020-12-23 15:19:32,2020-12-23 17:24:30,2020-12-23 17:25:40,retail,124.967,1.167,1342,15
31335,186,214496,2020-12-23 15:21:54,2020-12-23 17:25:58,2020-12-23 17:26:46,retail,124.067,0.8,1342,15
31336,186,214497,2020-12-23 15:23:50,2020-12-23 17:26:47,2020-12-23 17:27:55,retail,122.95,1.133,1342,15
31338,186,214499,2020-12-23 15:25:32,2020-12-23 17:35:39,2020-12-23 17:37:33,retail,130.117,1.9,1342,15
31340,186,214501,2020-12-23 15:25:42,2020-12-23 17:37:34,2020-12-23 17:37:50,retail,131.867,0.267,1342,15
31343,186,214504,2020-12-23 15:26:31,2020-12-23 17:41:57,2020-12-23 17:44:36,retail,135.433,2.65,1342,15
31347,186,214508,2020-12-23 15:29:11,2020-12-23 17:44:36,2020-12-23 17:44:38,retail,135.417,0.033,1342,15
31350,186,214511,2020-12-23 15:30:34,2020-12-23 17:44:38,2020-12-23 17:44:45,retail,134.067,0.117,1342,15
31360,186,214522,2020-12-23 15:36:45,2020-12-23 17:45:19,2020-12-23 17:48:18,retail,128.567,2.983,1342,15
31363,186,214525,2020-12-23 15:38:14,2020-12-23 17:48:19,2020-12-23 17:48:44,retail,130.083,0.417,1342,15
31371,186,214534,2020-12-23 15:43:04,2020-12-23 17:50:48,2020-12-23 17:53:48,retail,127.733,3.0,1342,15
31374,186,214537,2020-12-23 15:44:28,2020-12-23 16:09:15,2020-12-23 16:11:13,retail,24.783,1.967,1342,15
31377,186,214541,2020-12-23 15:45:20,2020-12-23 17:53:48,2020-12-23 17:54:13,retail,128.467,0.417,1342,15
31385,186,214552,2020-12-23 15:50:09,2020-12-23 17:54:15,2020-12-23 17:59:26,retail,124.1,5.183,1342,15
31386,186,214557,2020-12-23 15:52:11,2020-12-23 16:11:14,2020-12-23 16:15:27,retail,19.05,4.217,1342,15
31387,186,214559,2020-12-23 15:59:06,2020-12-23 18:20:25,2020-12-23 18:22:16,retail,141.317,1.85,1342,15
31388,186,214564,2020-12-23 16:09:30,2020-12-23 16:15:28,2020-12-23 16:16:47,retail,5.967,1.317,1342,16
31389,186,214572,2020-12-23 16:29:30,2020-12-23 18:23:57,2020-12-23 18:23:58,retail,114.45,0.017,1342,16
31390,186,214577,2020-12-23 16:45:27,2020-12-23 21:29:01,2020-12-23 21:29:41,retail,283.567,0.667,1342,16
31391,186,214578,2020-12-23 17:00:23,2020-12-23 18:23:59,2020-12-23 18:24:04,retail,83.6,0.083,1342,17
31392,186,214579,2020-12-23 17:01:17,2020-12-23 18:24:06,2020-12-23 18:24:17,retail,82.817,0.183,1342,17
31393,186,214580,2020-12-23 17:14:20,2020-12-23 18:24:19,2020-12-23 18:27:07,retail,69.983,2.8,1342,17
31394,186,214582,2020-12-23 17:16:02,2020-12-23 18:50:01,2020-12-23 18:53:55,retail,93.983,3.9,1342,17
31395,186,214583,2020-12-23 17:19:29,2020-12-23 18:27:08,2020-12-23 18:28:35,retail,67.65,1.45,1342,17
31396,186,214584,2020-12-23 17:19:53,2020-12-23 18:28:36,2020-12-23 18:29:38,retail,68.717,1.033,1342,17
31397,186,214585,2020-12-23 17:21:05,2020-12-23 18:29:39,2020-12-23 18:36:13,retail,68.567,6.567,1342,17
31398,186,214587,2020-12-23 17:36:06,2020-12-23 18:36:14,2020-12-23 18:37:19,retail,60.133,1.083,1342,17
31399,186,214592,2020-12-23 17:48:03,2020-12-23 18:54:17,2020-12-23 18:55:57,retail,66.233,1.667,1342,17
31400,186,214595,2020-12-23 17:55:37,2020-12-23 18:55:59,2020-12-23 18:57:25,retail,60.367,1.433,1342,17
31401,186,214597,2020-12-23 17:56:56,2020-12-23 18:37:20,2020-12-23 18:38:39,retail,40.4,1.317,1342,17
31402,186,214602,2020-12-23 18:19:27,2020-12-23 18:57:26,2020-12-23 18:59:07,retail,37.983,1.683,1342,18
