,moderator,id_request,request_time,start_time,finish_time,team,before_1_resp_min,solve_prblm_min,total_requests_by_mod,hour_of_day,date
21589,180,201147,2020-12-09 06:31:51,2020-12-12 20:42:17,2020-12-12 20:43:37,wholesale,5170.433,1.333,1349,6,2020-12-12
21590,180,201148,2020-12-09 06:32:32,2020-12-12 20:43:38,2020-12-12 20:44:19,wholesale,5171.1,0.683,1349,6,2020-12-12
21592,180,201150,2020-12-09 06:33:00,2020-12-12 20:44:20,2020-12-12 20:45:19,wholesale,5171.333,0.983,1349,6,2020-12-12
21594,180,201152,2020-12-09 06:33:21,2020-12-12 20:45:20,2020-12-12 20:48:59,wholesale,5171.983,3.65,1349,6,2020-12-12
21595,180,201153,2020-12-09 06:34:03,2020-12-12 21:05:08,2020-12-12 21:06:26,wholesale,5191.083,1.3,1349,6,2020-12-12
21596,180,201154,2020-12-09 06:35:03,2020-12-12 21:06:27,2020-12-12 21:07:23,wholesale,5191.4,0.933,1349,6,2020-12-12
21597,180,201155,2020-12-09 06:35:52,2020-12-12 21:07:24,2020-12-12 21:09:05,wholesale,5191.533,1.683,1349,6,2020-12-12
21598,180,201156,2020-12-09 06:35:59,2020-12-12 21:09:06,2020-12-12 21:09:45,wholesale,5193.117,0.65,1349,6,2020-12-12
21599,180,201157,2020-12-09 06:36:09,2020-12-12 21:09:46,2020-12-12 21:11:44,wholesale,5193.617,1.967,1349,6,2020-12-12
21600,180,201158,2020-12-09 06:36:28,2020-12-12 21:11:44,2020-12-12 21:12:32,wholesale,5195.267,0.8,1349,6,2020-12-12
21601,180,201159,2020-12-09 06:36:48,2020-12-12 21:12:33,2020-12-12 21:17:06,wholesale,5195.75,4.55,1349,6,2020-12-12
21602,180,201160,2020-12-09 06:37:05,2020-12-12 21:17:06,2020-12-12 21:22:08,wholesale,5200.017,5.033,1349,6,2020-12-12
21603,180,201161,2020-12-09 06:37:11,2020-12-12 21:22:08,2020-12-12 21:22:16,wholesale,5204.95,0.133,1349,6,2020-12-12
21604,180,201162,2020-12-09 06:37:25,2020-12-12 21:22:17,2020-12-12 21:23:26,wholesale,5204.867,1.15,1349,6,2020-12-12
21605,180,201163,2020-12-09 06:37:27,2020-12-12 21:23:27,2020-12-12 21:25:17,wholesale,5206.0,1.833,1349,6,2020-12-12
21606,180,201164,2020-12-09 06:37:42,2020-12-12 21:25:18,2020-12-12 21:32:06,wholesale,5207.6,6.8,1349,6,2020-12-12
21607,180,201165,2020-12-09 06:37:46,2020-12-12 21:32:07,2020-12-12 21:32:13,wholesale,5214.35,0.1,1349,6,2020-12-12
21608,180,201166,2020-12-09 06:38:01,2020-12-12 21:32:14,2020-12-12 21:33:26,wholesale,5214.217,1.2,1349,6,2020-12-12
21609,180,201167,2020-12-09 06:38:21,2020-12-12 21:33:28,2020-12-12 21:34:21,wholesale,5215.117,0.883,1349,6,2020-12-12
21610,180,201168,2020-12-09 06:39:01,2020-12-12 21:34:22,2020-12-12 21:35:01,wholesale,5215.35,0.65,1349,6,2020-12-12
21611,180,201169,2020-12-09 06:39:24,2020-12-12 21:35:02,2020-12-12 21:37:03,wholesale,5215.633,2.017,1349,6,2020-12-12
21612,180,201170,2020-12-09 06:39:40,2020-12-12 21:37:04,2020-12-12 21:38:45,wholesale,5217.4,1.683,1349,6,2020-12-12
21613,180,201171,2020-12-09 06:40:09,2020-12-12 21:38:46,2020-12-12 21:39:32,wholesale,5218.617,0.767,1349,6,2020-12-12
21614,180,201172,2020-12-09 06:41:19,2020-12-12 21:39:33,2020-12-12 21:41:47,wholesale,5218.233,2.233,1349,6,2020-12-12
21615,180,201173,2020-12-09 06:41:45,2020-12-12 21:41:48,2020-12-12 21:50:21,wholesale,5220.05,8.55,1349,6,2020-12-12
21616,180,201174,2020-12-09 06:42:09,2020-12-12 21:50:22,2020-12-12 21:51:50,wholesale,5228.217,1.467,1349,6,2020-12-12
21617,180,201175,2020-12-09 06:42:28,2020-12-12 21:51:50,2020-12-12 21:52:14,wholesale,5229.367,0.4,1349,6,2020-12-12
21618,180,201176,2020-12-09 06:42:56,2020-12-12 21:52:15,2020-12-12 21:53:05,wholesale,5229.317,0.833,1349,6,2020-12-12
21619,180,201177,2020-12-09 06:43:20,2020-12-12 21:53:06,2020-12-12 21:57:21,wholesale,5229.767,4.25,1349,6,2020-12-12
21620,180,201178,2020-12-09 06:43:38,2020-12-12 21:57:22,2020-12-12 22:00:14,wholesale,5233.733,2.867,1349,6,2020-12-12
21621,180,201179,2020-12-09 06:43:52,2020-12-12 22:00:15,2020-12-12 22:02:19,wholesale,5236.383,2.067,1349,6,2020-12-12
22674,180,202660,2020-12-11 03:11:43,2020-12-13 19:05:37,2020-12-13 19:06:30,wholesale,3833.9,0.883,1349,3,2020-12-13
22675,180,202661,2020-12-11 03:11:58,2020-12-13 19:06:31,2020-12-13 19:07:50,wholesale,3834.55,1.317,1349,3,2020-12-13
22677,180,202663,2020-12-11 03:12:04,2020-12-13 19:07:51,2020-12-13 19:08:16,wholesale,3835.783,0.417,1349,3,2020-12-13
22678,180,202664,2020-12-11 03:12:44,2020-12-13 19:08:16,2020-12-13 19:08:51,wholesale,3835.533,0.583,1349,3,2020-12-13
22679,180,202666,2020-12-11 03:13:07,2020-12-13 19:09:38,2020-12-13 19:10:18,wholesale,3836.517,0.667,1349,3,2020-12-13
22680,180,202667,2020-12-11 03:13:51,2020-12-13 19:10:19,2020-12-13 19:15:53,wholesale,3836.467,5.567,1349,3,2020-12-13
22681,180,202668,2020-12-11 03:14:28,2020-12-13 19:15:54,2020-12-13 19:19:33,wholesale,3841.433,3.65,1349,3,2020-12-13
22682,180,202669,2020-12-11 03:14:50,2020-12-13 19:19:34,2020-12-13 19:20:56,wholesale,3844.733,1.367,1349,3,2020-12-13
22683,180,202670,2020-12-11 03:15:02,2020-12-13 19:20:58,2020-12-13 19:21:10,wholesale,3845.933,0.2,1349,3,2020-12-13
22684,180,202671,2020-12-11 03:15:08,2020-12-13 19:21:11,2020-12-13 19:22:08,wholesale,3846.05,0.95,1349,3,2020-12-13
22685,180,202672,2020-12-11 03:15:20,2020-12-13 19:22:09,2020-12-13 19:24:12,wholesale,3846.817,2.05,1349,3,2020-12-13
22686,180,202673,2020-12-11 03:15:32,2020-12-13 19:24:12,2020-12-13 19:24:47,wholesale,3848.667,0.583,1349,3,2020-12-13
22687,180,202674,2020-12-11 03:16:19,2020-12-13 19:24:48,2020-12-13 19:25:50,wholesale,3848.483,1.033,1349,3,2020-12-13
22688,180,202676,2020-12-11 03:16:56,2020-12-13 19:25:51,2020-12-13 19:27:15,wholesale,3848.917,1.4,1349,3,2020-12-13
22689,180,202677,2020-12-11 03:18:03,2020-12-13 19:27:17,2020-12-13 19:28:01,wholesale,3849.233,0.733,1349,3,2020-12-13
22690,180,202678,2020-12-11 03:18:51,2020-12-13 19:28:02,2020-12-13 19:29:01,wholesale,3849.183,0.983,1349,3,2020-12-13
22691,180,202679,2020-12-11 03:19:02,2020-12-13 19:29:02,2020-12-13 19:33:37,wholesale,3850.0,4.583,1349,3,2020-12-13
22692,180,202680,2020-12-11 03:19:13,2020-12-13 19:33:37,2020-12-13 19:36:00,wholesale,3854.4,2.383,1349,3,2020-12-13
22693,180,202681,2020-12-11 03:19:26,2020-12-13 19:36:01,2020-12-13 19:44:05,wholesale,3856.583,8.067,1349,3,2020-12-13
22694,180,202682,2020-12-11 03:19:49,2020-12-13 19:44:06,2020-12-13 19:44:52,wholesale,3864.283,0.767,1349,3,2020-12-13
22695,180,202683,2020-12-11 03:20:16,2020-12-13 19:44:53,2020-12-13 19:45:54,wholesale,3864.617,1.017,1349,3,2020-12-13
22696,180,202687,2020-12-11 03:22:27,2020-12-13 19:46:12,2020-12-13 19:46:58,wholesale,3863.75,0.767,1349,3,2020-12-13
22697,180,202688,2020-12-11 03:23:13,2020-12-13 19:46:59,2020-12-13 19:47:52,wholesale,3863.767,0.883,1349,3,2020-12-13
22698,180,202689,2020-12-11 03:23:26,2020-12-13 19:47:53,2020-12-13 19:51:19,wholesale,3864.45,3.433,1349,3,2020-12-13
22699,180,202691,2020-12-11 03:24:49,2020-12-13 19:53:43,2020-12-13 19:53:45,wholesale,3868.9,0.033,1349,3,2020-12-13
22701,180,202693,2020-12-11 03:25:32,2020-12-13 19:53:46,2020-12-13 19:54:21,wholesale,3868.233,0.583,1349,3,2020-12-13
22702,180,202695,2020-12-11 03:28:02,2020-12-13 19:55:57,2020-12-13 19:57:44,wholesale,3867.917,1.783,1349,3,2020-12-13
22703,180,202697,2020-12-11 03:30:49,2020-12-13 19:57:45,2020-12-13 19:58:07,wholesale,3866.933,0.367,1349,3,2020-12-13
22704,180,202698,2020-12-11 03:31:45,2020-12-13 19:58:07,2020-12-13 19:59:22,wholesale,3866.367,1.25,1349,3,2020-12-13
22705,180,202699,2020-12-11 03:32:24,2020-12-13 19:59:22,2020-12-13 19:59:53,wholesale,3866.967,0.517,1349,3,2020-12-13
22706,180,202700,2020-12-11 03:33:03,2020-12-13 21:37:14,2020-12-13 21:38:34,wholesale,3964.183,1.333,1349,3,2020-12-13
22707,180,202701,2020-12-11 03:33:40,2020-12-13 21:38:35,2020-12-13 21:38:44,wholesale,3964.917,0.15,1349,3,2020-12-13
22708,180,202702,2020-12-11 03:33:42,2020-12-13 21:38:45,2020-12-13 21:40:53,wholesale,3965.05,2.133,1349,3,2020-12-13
22709,180,202704,2020-12-11 03:33:53,2020-12-13 21:41:58,2020-12-13 21:42:09,wholesale,3968.083,0.183,1349,3,2020-12-13
22710,180,202705,2020-12-11 03:34:35,2020-12-13 21:42:10,2020-12-13 21:43:13,wholesale,3967.583,1.05,1349,3,2020-12-13
22711,180,202707,2020-12-11 03:35:53,2020-12-13 21:43:14,2020-12-13 21:43:56,wholesale,3967.35,0.7,1349,3,2020-12-13
22712,180,202708,2020-12-11 03:36:10,2020-12-13 21:43:57,2020-12-13 21:44:18,wholesale,3967.783,0.35,1349,3,2020-12-13
22713,180,202709,2020-12-11 03:37:23,2020-12-13 21:44:19,2020-12-13 21:44:59,wholesale,3966.933,0.667,1349,3,2020-12-13
22714,180,202710,2020-12-11 03:37:44,2020-12-13 21:45:00,2020-12-13 21:46:34,wholesale,3967.267,1.567,1349,3,2020-12-13
22715,180,202711,2020-12-11 03:38:13,2020-12-13 21:46:36,2020-12-13 21:47:07,wholesale,3968.383,0.517,1349,3,2020-12-13
22716,180,202712,2020-12-11 03:38:23,2020-12-13 21:47:08,2020-12-13 21:47:50,wholesale,3968.75,0.7,1349,3,2020-12-13
22717,180,202713,2020-12-11 03:38:53,2020-12-13 21:47:52,2020-12-13 21:51:27,wholesale,3968.983,3.583,1349,3,2020-12-13
22718,180,202714,2020-12-11 03:39:12,2020-12-13 21:51:28,2020-12-13 21:51:56,wholesale,3972.267,0.467,1349,3,2020-12-13
22719,180,202715,2020-12-11 03:39:40,2020-12-13 21:51:58,2020-12-13 21:55:26,wholesale,3972.3,3.467,1349,3,2020-12-13
22720,180,202716,2020-12-11 03:40:13,2020-12-13 21:55:27,2020-12-13 21:56:15,wholesale,3975.233,0.8,1349,3,2020-12-13
22721,180,202717,2020-12-11 03:40:29,2020-12-13 21:56:16,2020-12-13 21:57:36,wholesale,3975.783,1.333,1349,3,2020-12-13
22723,180,202719,2020-12-11 03:42:49,2020-12-13 21:57:37,2020-12-13 22:00:42,wholesale,3974.8,3.083,1349,3,2020-12-13
25405,180,206285,2020-12-14 07:56:56,2020-12-16 19:08:05,2020-12-16 19:09:28,wholesale,3551.15,1.383,1349,7,2020-12-16
25406,180,206287,2020-12-14 07:58:32,2020-12-16 19:09:29,2020-12-16 19:17:53,wholesale,3550.95,8.4,1349,7,2020-12-16
25407,180,206290,2020-12-14 08:00:07,2020-12-16 19:17:54,2020-12-16 19:24:29,wholesale,3557.783,6.583,1349,8,2020-12-16
25408,180,206291,2020-12-14 08:01:11,2020-12-16 19:24:30,2020-12-16 19:29:54,wholesale,3563.317,5.4,1349,8,2020-12-16
25411,180,206299,2020-12-14 08:13:36,2020-12-16 19:38:28,2020-12-16 19:38:53,wholesale,3564.867,0.417,1349,8,2020-12-16
25412,180,206300,2020-12-14 08:13:51,2020-12-16 19:38:54,2020-12-16 19:39:05,wholesale,3565.05,0.183,1349,8,2020-12-16
25413,180,206301,2020-12-14 08:14:42,2020-12-16 19:39:06,2020-12-16 19:42:14,wholesale,3564.4,3.133,1349,8,2020-12-16
25414,180,206302,2020-12-14 08:15:09,2020-12-16 19:42:14,2020-12-16 19:42:52,wholesale,3567.083,0.633,1349,8,2020-12-16
25415,180,206303,2020-12-14 08:15:10,2020-12-16 19:42:53,2020-12-16 19:47:15,wholesale,3567.717,4.367,1349,8,2020-12-16
25416,180,206304,2020-12-14 08:16:53,2020-12-16 19:47:17,2020-12-16 19:48:21,wholesale,3570.4,1.067,1349,8,2020-12-16
25417,180,206305,2020-12-14 08:16:53,2020-12-16 19:48:22,2020-12-16 19:48:56,wholesale,3571.483,0.567,1349,8,2020-12-16
25418,180,206306,2020-12-14 08:17:56,2020-12-16 19:48:58,2020-12-16 19:49:11,wholesale,3571.033,0.217,1349,8,2020-12-16
25419,180,206307,2020-12-14 08:18:08,2020-12-16 19:49:12,2020-12-16 19:50:18,wholesale,3571.067,1.1,1349,8,2020-12-16
25421,180,206309,2020-12-14 08:23:00,2020-12-16 19:51:42,2020-12-16 19:51:43,wholesale,3568.7,0.017,1349,8,2020-12-16
25423,180,206314,2020-12-14 08:29:18,2020-12-16 19:51:43,2020-12-16 19:51:45,wholesale,3562.417,0.033,1349,8,2020-12-16
25424,180,206315,2020-12-14 08:30:31,2020-12-16 19:51:45,2020-12-16 19:58:13,wholesale,3561.233,6.467,1349,8,2020-12-16
25425,180,206316,2020-12-14 08:31:30,2020-12-16 19:58:15,2020-12-16 19:58:52,wholesale,3566.75,0.617,1349,8,2020-12-16
25426,180,206317,2020-12-14 08:31:44,2020-12-16 19:58:53,2020-12-16 20:12:24,wholesale,3567.15,13.517,1349,8,2020-12-16
25431,180,206322,2020-12-14 08:39:27,2020-12-16 20:12:25,2020-12-16 20:16:47,wholesale,3572.967,4.367,1349,8,2020-12-16
25436,180,206327,2020-12-14 08:46:24,2020-12-16 20:16:48,2020-12-16 20:17:29,wholesale,3570.4,0.683,1349,8,2020-12-16
25438,180,206329,2020-12-14 08:46:58,2020-12-16 20:17:30,2020-12-16 20:27:25,wholesale,3570.533,9.917,1349,8,2020-12-16
25451,180,206342,2020-12-14 08:55:51,2020-12-16 20:27:26,2020-12-16 20:28:44,wholesale,3571.583,1.3,1349,8,2020-12-16
26689,180,207988,2020-12-16 14:53:08,2020-12-16 20:51:45,2020-12-16 20:53:21,wholesale,358.617,1.6,1349,14,2020-12-16
26742,180,208059,2020-12-16 16:44:00,2020-12-16 20:53:22,2020-12-16 20:55:04,wholesale,249.367,1.7,1349,16,2020-12-16
26748,180,208078,2020-12-16 17:22:14,2020-12-16 20:55:05,2020-12-16 20:58:02,wholesale,212.85,2.95,1349,17,2020-12-16
25549,180,206463,2020-12-14 10:42:27,2020-12-16 22:30:20,2020-12-16 22:32:43,wholesale,3587.883,2.383,1349,10,2020-12-16
25550,180,206464,2020-12-14 10:43:43,2020-12-16 22:32:44,2020-12-16 22:33:36,wholesale,3589.017,0.867,1349,10,2020-12-16
25551,180,206465,2020-12-14 10:43:46,2020-12-16 22:33:37,2020-12-16 22:33:51,wholesale,3589.85,0.233,1349,10,2020-12-16
25552,180,206466,2020-12-14 10:43:59,2020-12-16 22:33:52,2020-12-16 22:34:36,wholesale,3589.883,0.733,1349,10,2020-12-16
25553,180,206467,2020-12-14 10:48:16,2020-12-16 22:34:39,2020-12-16 22:35:56,wholesale,3586.383,1.283,1349,10,2020-12-16
25554,180,206468,2020-12-14 10:49:28,2020-12-16 22:35:57,2020-12-16 22:36:56,wholesale,3586.483,0.983,1349,10,2020-12-16
25555,180,206469,2020-12-14 10:49:44,2020-12-16 22:36:57,2020-12-16 22:42:21,wholesale,3587.217,5.4,1349,10,2020-12-16
25556,180,206470,2020-12-14 10:52:12,2020-12-16 22:42:21,2020-12-16 22:42:32,wholesale,3590.15,0.183,1349,10,2020-12-16
25557,180,206471,2020-12-14 10:52:19,2020-12-16 22:42:34,2020-12-16 22:44:05,wholesale,3590.25,1.517,1349,10,2020-12-16
25558,180,206472,2020-12-14 10:52:42,2020-12-16 22:44:07,2020-12-16 22:45:10,wholesale,3591.417,1.05,1349,10,2020-12-16
25559,180,206473,2020-12-14 10:53:46,2020-12-16 22:45:11,2020-12-16 22:46:14,wholesale,3591.417,1.05,1349,10,2020-12-16
25560,180,206474,2020-12-14 10:53:50,2020-12-16 22:46:16,2020-12-16 22:47:45,wholesale,3592.433,1.483,1349,10,2020-12-16
25561,180,206475,2020-12-14 10:54:06,2020-12-16 22:47:47,2020-12-16 22:48:29,wholesale,3593.683,0.7,1349,10,2020-12-16
25562,180,206476,2020-12-14 10:54:21,2020-12-16 22:48:30,2020-12-16 22:52:41,wholesale,3594.15,4.183,1349,10,2020-12-16
25563,180,206477,2020-12-14 10:54:46,2020-12-16 22:52:41,2020-12-16 22:54:03,wholesale,3597.917,1.367,1349,10,2020-12-16
25564,180,206478,2020-12-14 10:56:07,2020-12-16 22:54:05,2020-12-16 22:55:38,wholesale,3597.967,1.55,1349,10,2020-12-16
25565,180,206479,2020-12-14 10:57:01,2020-12-16 22:55:39,2020-12-16 22:56:20,wholesale,3598.633,0.683,1349,10,2020-12-16
25566,180,206480,2020-12-14 10:58:12,2020-12-16 22:56:21,2020-12-16 22:57:06,wholesale,3598.15,0.75,1349,10,2020-12-16
25567,180,206481,2020-12-14 10:58:58,2020-12-16 22:57:07,2020-12-16 22:59:02,wholesale,3598.15,1.917,1349,10,2020-12-16
25569,180,206483,2020-12-14 11:00:14,2020-12-16 22:59:03,2020-12-16 22:59:58,wholesale,3598.817,0.917,1349,11,2020-12-16
25570,180,206484,2020-12-14 11:01:00,2020-12-16 22:59:59,2020-12-16 23:02:31,wholesale,3598.983,2.533,1349,11,2020-12-16
26084,180,207222,2020-12-15 13:37:50,2020-12-17 19:12:49,2020-12-17 19:14:04,wholesale,3214.983,1.25,1349,13,2020-12-17
26087,180,207225,2020-12-15 13:39:17,2020-12-17 19:14:05,2020-12-17 19:17:16,wholesale,3214.8,3.183,1349,13,2020-12-17
26088,180,207226,2020-12-15 13:39:58,2020-12-17 19:17:18,2020-12-17 19:19:03,wholesale,3217.333,1.75,1349,13,2020-12-17
26089,180,207227,2020-12-15 13:40:22,2020-12-17 19:19:04,2020-12-17 19:19:40,wholesale,3218.7,0.6,1349,13,2020-12-17
26090,180,207228,2020-12-15 13:40:48,2020-12-17 19:19:41,2020-12-17 19:22:10,wholesale,3218.883,2.483,1349,13,2020-12-17
26091,180,207229,2020-12-15 13:40:53,2020-12-17 19:22:10,2020-12-17 19:22:11,wholesale,3221.283,0.017,1349,13,2020-12-17
26092,180,207230,2020-12-15 13:41:40,2020-12-17 19:22:11,2020-12-17 19:26:46,wholesale,3220.517,4.583,1349,13,2020-12-17
26093,180,207232,2020-12-15 13:42:56,2020-12-17 19:26:48,2020-12-17 19:27:54,wholesale,3223.867,1.1,1349,13,2020-12-17
26094,180,207233,2020-12-15 13:43:48,2020-12-17 19:27:55,2020-12-17 19:29:36,wholesale,3224.117,1.683,1349,13,2020-12-17
26096,180,207235,2020-12-15 13:44:59,2020-12-17 19:29:38,2020-12-17 19:32:02,wholesale,3224.65,2.4,1349,13,2020-12-17
26097,180,207236,2020-12-15 13:45:05,2020-12-17 19:32:02,2020-12-17 19:38:35,wholesale,3226.95,6.55,1349,13,2020-12-17
26086,180,207224,2020-12-15 13:38:54,2020-12-17 19:38:36,2020-12-17 19:39:06,wholesale,3239.7,0.5,1349,13,2020-12-17
26098,180,207238,2020-12-15 13:46:32,2020-12-17 19:39:51,2020-12-17 19:40:06,wholesale,3233.317,0.25,1349,13,2020-12-17
26099,180,207239,2020-12-15 13:47:20,2020-12-17 19:40:07,2020-12-17 19:41:39,wholesale,3232.783,1.533,1349,13,2020-12-17
26100,180,207240,2020-12-15 13:48:59,2020-12-17 19:41:39,2020-12-17 19:42:31,wholesale,3232.667,0.867,1349,13,2020-12-17
26101,180,207241,2020-12-15 13:49:52,2020-12-17 19:42:32,2020-12-17 19:43:26,wholesale,3232.667,0.9,1349,13,2020-12-17
26102,180,207242,2020-12-15 13:50:32,2020-12-17 19:43:27,2020-12-17 19:44:20,wholesale,3232.917,0.883,1349,13,2020-12-17
26103,180,207243,2020-12-15 13:51:42,2020-12-17 19:44:21,2020-12-17 19:48:00,wholesale,3232.65,3.65,1349,13,2020-12-17
26107,180,207247,2020-12-15 13:53:50,2020-12-17 19:48:01,2020-12-17 19:49:00,wholesale,3234.183,0.983,1349,13,2020-12-17
26109,180,207249,2020-12-15 13:55:12,2020-12-17 19:49:03,2020-12-17 19:50:01,wholesale,3233.85,0.967,1349,13,2020-12-17
26111,180,207251,2020-12-15 13:56:03,2020-12-17 19:50:02,2020-12-17 19:51:20,wholesale,3233.983,1.3,1349,13,2020-12-17
26112,180,207253,2020-12-15 13:57:23,2020-12-17 19:51:46,2020-12-17 19:53:22,wholesale,3234.383,1.6,1349,13,2020-12-17
26115,180,207256,2020-12-15 14:01:17,2020-12-17 19:53:23,2020-12-17 19:57:23,wholesale,3232.1,4.0,1349,14,2020-12-17
26118,180,207259,2020-12-15 14:04:24,2020-12-17 19:57:24,2020-12-17 20:05:49,wholesale,3233.0,8.417,1349,14,2020-12-17
26121,180,207262,2020-12-15 14:07:32,2020-12-17 20:05:50,2020-12-17 20:12:00,wholesale,3238.3,6.167,1349,14,2020-12-17
26128,180,207276,2020-12-15 14:13:34,2020-12-17 20:12:01,2020-12-17 20:14:49,wholesale,3238.45,2.8,1349,14,2020-12-17
26130,180,207278,2020-12-15 14:14:49,2020-12-17 20:14:50,2020-12-17 20:16:17,wholesale,3240.017,1.45,1349,14,2020-12-17
26131,180,207279,2020-12-15 14:15:19,2020-12-17 20:16:18,2020-12-17 20:19:46,wholesale,3240.983,3.467,1349,14,2020-12-17
26133,180,207281,2020-12-15 14:16:23,2020-12-17 20:19:48,2020-12-17 20:21:51,wholesale,3243.417,2.05,1349,14,2020-12-17
26135,180,207283,2020-12-15 14:17:04,2020-12-17 20:21:51,2020-12-17 20:22:16,wholesale,3244.783,0.417,1349,14,2020-12-17
26137,180,207285,2020-12-15 14:17:31,2020-12-17 20:22:17,2020-12-17 20:24:12,wholesale,3244.767,1.917,1349,14,2020-12-17
26138,180,207286,2020-12-15 14:20:04,2020-12-17 20:24:13,2020-12-17 20:29:34,wholesale,3244.15,5.35,1349,14,2020-12-17
26140,180,207288,2020-12-15 14:21:59,2020-12-17 20:29:35,2020-12-17 20:32:08,wholesale,3247.6,2.55,1349,14,2020-12-17
27364,180,208843,2020-12-17 11:16:10,2020-12-17 20:52:22,2020-12-17 20:56:55,wholesale,576.2,4.55,1349,11,2020-12-17
27369,180,208849,2020-12-17 11:26:24,2020-12-17 20:56:56,2020-12-17 21:02:18,wholesale,570.533,5.367,1349,11,2020-12-17
27428,180,208921,2020-12-17 12:20:34,2020-12-17 21:02:18,2020-12-17 21:03:06,wholesale,521.733,0.8,1349,12,2020-12-17
27505,180,209025,2020-12-17 14:20:38,2020-12-17 21:03:07,2020-12-17 21:04:27,wholesale,402.483,1.333,1349,14,2020-12-17
27589,180,209177,2020-12-17 18:32:37,2020-12-17 21:04:28,2020-12-17 21:08:45,wholesale,151.85,4.283,1349,18,2020-12-17
27599,180,209205,2020-12-17 20:15:59,2020-12-17 21:08:46,2020-12-17 21:12:31,wholesale,52.783,3.75,1349,20,2020-12-17
26163,180,207319,2020-12-15 15:42:24,2020-12-17 21:34:37,2020-12-17 21:36:02,wholesale,3232.217,1.417,1349,15,2020-12-17
26164,180,207320,2020-12-15 15:42:53,2020-12-17 21:36:03,2020-12-17 21:37:23,wholesale,3233.167,1.333,1349,15,2020-12-17
26165,180,207321,2020-12-15 15:43:37,2020-12-17 21:37:24,2020-12-17 21:41:40,wholesale,3233.783,4.267,1349,15,2020-12-17
26166,180,207322,2020-12-15 15:44:05,2020-12-17 21:41:42,2020-12-17 21:43:20,wholesale,3237.617,1.633,1349,15,2020-12-17
26167,180,207323,2020-12-15 15:44:31,2020-12-17 21:43:22,2020-12-17 21:43:36,wholesale,3238.85,0.233,1349,15,2020-12-17
26168,180,207325,2020-12-15 15:48:07,2020-12-17 21:43:37,2020-12-17 21:44:49,wholesale,3235.5,1.2,1349,15,2020-12-17
26170,180,207327,2020-12-15 15:48:39,2020-12-17 21:44:51,2020-12-17 21:45:52,wholesale,3236.2,1.017,1349,15,2020-12-17
26172,180,207329,2020-12-15 15:49:20,2020-12-17 21:45:53,2020-12-17 21:46:37,wholesale,3236.55,0.733,1349,15,2020-12-17
26174,180,207331,2020-12-15 15:49:47,2020-12-17 21:46:39,2020-12-17 21:48:11,wholesale,3236.867,1.533,1349,15,2020-12-17
26175,180,207332,2020-12-15 15:50:28,2020-12-17 21:48:12,2020-12-17 21:48:47,wholesale,3237.733,0.583,1349,15,2020-12-17
26176,180,207333,2020-12-15 15:51:13,2020-12-17 21:48:49,2020-12-17 21:49:29,wholesale,3237.6,0.667,1349,15,2020-12-17
26177,180,207334,2020-12-15 15:51:57,2020-12-17 21:49:31,2020-12-17 21:51:59,wholesale,3237.567,2.467,1349,15,2020-12-17
26178,180,207335,2020-12-15 15:52:59,2020-12-17 21:51:59,2020-12-17 21:52:04,wholesale,3239.0,0.083,1349,15,2020-12-17
26179,180,207336,2020-12-15 15:53:23,2020-12-17 21:52:04,2020-12-17 21:55:02,wholesale,3238.683,2.967,1349,15,2020-12-17
26180,180,207337,2020-12-15 15:54:09,2020-12-17 21:55:03,2020-12-17 21:55:47,wholesale,3240.9,0.733,1349,15,2020-12-17
26182,180,207339,2020-12-15 15:55:12,2020-12-17 21:55:48,2020-12-17 21:56:55,wholesale,3240.6,1.117,1349,15,2020-12-17
26185,180,207342,2020-12-15 15:56:18,2020-12-17 21:56:57,2020-12-17 21:57:40,wholesale,3240.65,0.717,1349,15,2020-12-17
26186,180,207343,2020-12-15 15:56:39,2020-12-17 21:57:41,2020-12-17 21:59:26,wholesale,3241.033,1.75,1349,15,2020-12-17
30030,180,212443,2020-12-20 10:56:56,2020-12-20 19:09:24,2020-12-20 19:13:47,wholesale,492.467,4.383,1349,10,2020-12-20
30084,180,212531,2020-12-20 14:17:06,2020-12-20 19:13:48,2020-12-20 19:17:41,wholesale,296.7,3.883,1349,14,2020-12-20
27884,180,209590,2020-12-18 03:34:37,2020-12-20 19:22:09,2020-12-20 19:24:14,wholesale,3827.533,2.083,1349,3,2020-12-20
27885,180,209591,2020-12-18 03:35:12,2020-12-20 19:24:15,2020-12-20 19:25:20,wholesale,3829.05,1.083,1349,3,2020-12-20
27886,180,209592,2020-12-18 03:35:26,2020-12-20 19:25:21,2020-12-20 19:26:48,wholesale,3829.917,1.45,1349,3,2020-12-20
27887,180,209593,2020-12-18 03:35:34,2020-12-20 19:26:49,2020-12-20 19:27:21,wholesale,3831.25,0.533,1349,3,2020-12-20
27888,180,209594,2020-12-18 03:35:40,2020-12-20 19:27:22,2020-12-20 19:28:02,wholesale,3831.7,0.667,1349,3,2020-12-20
27889,180,209596,2020-12-18 03:36:43,2020-12-20 19:28:03,2020-12-20 19:28:58,wholesale,3831.333,0.917,1349,3,2020-12-20
27890,180,209597,2020-12-18 03:36:48,2020-12-20 19:28:59,2020-12-20 19:30:00,wholesale,3832.183,1.017,1349,3,2020-12-20
27891,180,209598,2020-12-18 03:37:08,2020-12-20 19:30:00,2020-12-20 19:30:44,wholesale,3832.867,0.733,1349,3,2020-12-20
